年,月,日,時,分,秒,事故類別, 縣市,市區鄉鎮,路線,公里,公尺,里程,分局,工務段,向,車道線(側)名稱, 24小時內死亡人數,2-30日內死亡人數,受傷,天候,道路照明設備(11207新增),道路類別,速限, 道路型態, 事故位置,路面狀況-路面鋪裝,路面狀況-路面狀態,路面狀況-路面缺陷,道路障礙-障礙物,道路障礙-視距,號誌-號誌種類,號誌-號誌動作,車道劃分設施-分向設施,車道劃分設施-分道設施-快車道或一般車道間,車道劃分設施-分道設施-快慢車道間,車道劃分設施-分道設施-路面邊線,事故類型及型態代碼,事故類型及型態2, 當事者順位,當事者屬(性)別, 當事者事故發生時年齡,受傷程度,保護裝備,行動電話、電腦或其他相類功能裝置名稱,當事者區分(大類別),當事者區分(類別),車輛用途,飲酒情形名稱,初步分析研判子類別-主要, 肇事逃逸(是否肇逃)
2023.0,3.0,30.0,18.0,48.0,0.0,A2,新北市,石碇區,國道5號,6.0,900.0,6.9,北分局,頭城工務段,南側,內側,0.0,0.0,1.0,雨,夜間(或隧道、地下道、涵洞)有照明,國道,80.0,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,女,38.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023.0,4.0,4.0,4.0,38.0,0.0,A2,宜蘭縣,礁溪鄉,國道5號,34.0,200.0,34.2,北分局,頭城工務段,南側,路肩,0.0,0.0,2.0,晴,夜間(或隧道、地下道、涵洞)無照明,國道,90.0,直路,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20.0,撞護欄(樁),1.0,男,22.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,車輪脫落或輪胎爆裂,否
2023.0,4.0,6.0,12.0,25.0,0.0,A2,新北市,坪林區,國道5號,21.0,600.0,21.6,北分局,頭城工務段,北側,外側,0.0,0.0,1.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,20.0,撞護欄(樁),1.0,女,27.0,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,疲勞(患病)駕駛失控,否
2023.0,4.0,6.0,12.0,30.0,5.0,A2,新北市,坪林區,國道5號,22.0,400.0,22.4,北分局,頭城工務段,北側,內側,0.0,0.0,1.0,晴,日間自然光線,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,49.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023.0,4.0,14.0,18.0,23.0,0.0,A2,宜蘭縣,冬山鄉,國道5號,51.0,0.0,51.0,北分局,頭城工務段,南側,外側,0.0,0.0,5.0,晴,夜間(或隧道、地下道、涵洞)無照明,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,16.0,側撞,1.0,女,27.0,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,4.0,26.0,17.0,11.0,20.0,A2,宜蘭縣,頭城鎮,國道5號,30.0,700.0,30.7,北分局,頭城工務段,南側,內側,0.0,0.0,1.0,陰,日間自然光線,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,32.0,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023.0,4.0,30.0,4.0,8.0,41.0,A2,宜蘭縣,礁溪鄉,國道5號,28.0,900.0,28.9,北分局,頭城工務段,南側,內側,0.0,0.0,1.0,雨,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20.0,撞護欄(樁),1.0,男,34.0,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,其他引起事故之違規或不當行為,否
2023.0,4.0,15.0,19.0,20.0,0.0,A2,新北市,石碇區,國道5號,4.0,500.0,4.5,北分局,頭城工務段,北側,交流道,0.0,0.0,2.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,40.0,直路,直線匝道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,72.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,5.0,12.0,22.0,31.0,0.0,A2,新北市,坪林區,國道5號,15.0,100.0,15.1,北分局,頭城工務段,南側,外側,0.0,0.0,1.0,陰,夜間(或隧道、地下道、涵洞)有照明,國道,80.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,女,32.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,5.0,1.0,18.0,49.0,0.0,A2,宜蘭縣,礁溪鄉,國道5號,28.0,100.0,28.1,北分局,頭城工務段,北側,外側,0.0,0.0,1.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,寬式(50公分以上),禁止變換車道線(附標記),未繪設快慢車道分隔線,有,20.0,撞護欄(樁),1.0,男,36.0,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,5.0,16.0,3.0,25.0,10.0,A2,新北市,坪林區,國道5號,15.0,300.0,15.3,北分局,頭城工務段,北側,外側,0.0,0.0,1.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,29.0,其他,1.0,男,20.0,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,其他引起事故之違規或不當行為,否
2023.0,5.0,19.0,10.0,40.0,0.0,A2,宜蘭縣,蘇澳鎮,國道5號,54.0,0.0,54.0,北分局,頭城工務段,南側,內側,0.0,0.0,2.0,雨,日間自然光線,國道,40.0,直路,直線匝道,水泥,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20.0,撞護欄(樁),1.0,男,46.0,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,5.0,28.0,19.0,26.0,0.0,A2,宜蘭縣,礁溪鄉,國道5號,30.0,100.0,30.1,北分局,頭城工務段,北側,交流道,0.0,0.0,1.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,40.0,直路,直線匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,52.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,變換車道或方向不當,否
2023.0,5.0,2.0,17.0,2.0,0.0,A2,新北市,石碇區,國道5號,4.0,700.0,4.7,北分局,頭城工務段,北側,內側,0.0,0.0,2.0,晴,日間自然光線,國道,80.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12.0,同向擦撞,1.0,男,32.0,受傷,未戴案全帽或未繫安全帶(未使用幼童安全椅),未使用,小客車,租賃車,其他,經檢測無酒精反應,吸食違禁物後駕駛失控,否
2023.0,5.0,22.0,23.0,5.0,0.0,A2,新北市,石碇區,國道5號,6.0,500.0,6.5,北分局,頭城工務段,北側,內側,0.0,0.0,1.0,雨,夜間(或隧道、地下道、涵洞)有照明,國道,80.0,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20.0,撞護欄(樁),1.0,男,21.0,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,租賃車,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,6.0,19.0,17.0,0.0,0.0,A2,宜蘭縣,壯圍鄉,國道5號,42.0,0.0,42.0,北分局,頭城工務段,南側,內側,0.0,0.0,1.0,晴,日間自然光線,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20.0,撞護欄(樁),1.0,男,24.0,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,超速失控,否
2023.0,6.0,11.0,12.0,13.0,41.0,A2,宜蘭縣,頭城鎮,國道5號,25.0,400.0,25.4,北分局,頭城工務段,北側,內側,0.0,0.0,4.0,陰,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,42.0,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,6.0,17.0,8.0,13.0,0.0,A2,宜蘭縣,礁溪鄉,國道5號,29.0,900.0,29.9,北分局,頭城工務段,南側,交流道,0.0,0.0,1.0,陰,日間自然光線,國道,40.0,彎曲路及附近,環道匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,20.0,撞護欄(樁),1.0,男,65.0,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,6.0,18.0,21.0,26.0,35.0,A2,新北市,坪林區,國道5號,23.0,800.0,23.8,北分局,頭城工務段,北側,內側,0.0,0.0,5.0,陰,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,52.0,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023.0,6.0,8.0,17.0,40.0,50.0,A2,新北市,石碇區,國道5號,9.0,400.0,9.4,北分局,頭城工務段,南側,外側,0.0,0.0,2.0,晴,日間自然光線,國道,80.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,17.0,其他,1.0,男,34.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,無法檢測,變換車道或方向不當,是
2023.0,6.0,24.0,22.0,30.0,0.0,A2,新北市,石碇區,國道5號,4.0,700.0,4.7,北分局,頭城工務段,北側,內側,0.0,0.0,3.0,雨,夜間(或隧道、地下道、涵洞)有照明,國道,80.0,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,48.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023.0,6.0,28.0,9.0,0.0,44.0,A2,新北市,石碇區,國道5號,2.0,700.0,2.7,北分局,頭城工務段,北側,內側,0.0,0.0,1.0,晴,日間自然光線,國道,80.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,58.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023.0,7.0,1.0,14.0,31.0,0.0,A2,宜蘭縣,頭城鎮,國道5號,29.0,400.0,29.4,北分局,頭城工務段,北側,內側,0.0,0.0,1.0,晴,無照明,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,女,25.0,受傷,繫安全帶(使用幼童安全椅),未使用,小客車(含客、貨兩用),自用,其他,經檢測無酒精反應,使用車輛自動駕駛或先進駕駛輔助系統設備(裝置)不符規定,否
2023.0,7.0,10.0,10.0,30.0,59.0,A2,宜蘭縣,蘇澳鎮,國道5號,54.0,0.0,54.0,北分局,頭城工務段,南側,內側,0.0,0.0,1.0,晴,有照明未開啟或故障,國道,40.0,直路,直線匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,20.0,撞護欄(樁),1.0,男,70.0,受傷,繫安全帶(使用幼童安全椅),未使用,小客車(含客、貨兩用),自用,其他,經檢測無酒精反應,恍神、緊張、心不在焉分心駕駛,否
2023.0,7.0,20.0,13.0,35.0,0.0,A2,宜蘭縣,礁溪鄉,國道5號,31.0,400.0,31.4,北分局,頭城工務段,北側,外側,0.0,0.0,1.0,晴,無照明,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,41.0,未受傷,繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,恍神、緊張、心不在焉分心駕駛,否
2023.0,8.0,4.0,23.0,5.0,58.0,A2,宜蘭縣,羅東鎮,國道5號,48.0,700.0,48.7,北分局,頭城工務段,南側,外側,0.0,0.0,1.0,陰,無照明,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,21.0,未受傷,繫安全帶(使用幼童安全椅),未使用,小客車(含客、貨兩用),自用,其他,經檢測無酒精反應,恍神、緊張、心不在焉分心駕駛,否
2023.0,9.0,25.0,22.0,49.0,0.0,A2,宜蘭縣,壯圍鄉,國道5號,42.0,700.0,42.7,北分局,頭城工務段,南側,外側,0.0,0.0,2.0,晴,有照明且開啟,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12.0,同向擦撞,1.0,男,35.0,未受傷,繫安全帶(使用幼童安全椅),未使用,小客車(含客、貨兩用),租賃車,其他,經檢測無酒精反應,恍神、緊張、心不在焉分心駕駛,否
2023.0,10.0,22.0,7.0,28.0,0.0,A2,宜蘭縣,頭城鎮,國道5號,31.0,500.0,31.5,北分局,頭城工務段,北側,外側,0.0,0.0,1.0,雨,有照明未開啟或故障,國道,90.0,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20.0,撞護欄(樁),1.0,男,36.0,受傷,繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,變換車道不當,否
2023.0,10.0,23.0,11.0,35.0,34.0,A2,新北市,坪林區,國道5號,15.0,300.0,15.3,北分局,頭城工務段,南側,內側,0.0,0.0,1.0,晴,有照明且開啟,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,25.0,未受傷,繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),租賃小貨車,其他,經檢測無酒精反應,未保持行車安全距離,否
2023.0,10.0,15.0,18.0,22.0,0.0,A2,宜蘭縣,頭城鎮,國道5號,25.0,300.0,25.3,北分局,頭城工務段,北側,外側,0.0,0.0,2.0,晴,有照明且開啟,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,女,24.0,未受傷,繫安全帶(使用幼童安全椅),未使用,小客車(含客、貨兩用),自用,其他,經檢測無酒精反應,恍神、緊張、心不在焉分心駕駛,否
2023.0,10.0,31.0,11.0,48.0,40.0,A2,新北市,坪林區,國道5號,23.0,600.0,23.6,北分局,頭城工務段,南側,外側,0.0,0.0,1.0,陰,有照明且開啟,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,56.0,受傷,繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023.0,10.0,5.0,0.0,5.0,0.0,A2,新北市,石碇區,國道5號,8.0,200.0,8.2,北分局,頭城工務段,北側,內側,0.0,0.0,1.0,雨,有照明且開啟,國道,80.0,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20.0,撞護欄(樁),1.0,女,39.0,受傷,繫安全帶(使用幼童安全椅),未使用,小客車(含客、貨兩用),自用,其他,經檢測無酒精反應,未依規定減速,否
2023.0,10.0,13.0,18.0,35.0,39.0,A2,臺北市,南港區,國道5號,0.0,0.0,0.0,北分局,頭城工務段,北側,交流道,0.0,0.0,1.0,晴,有照明且開啟,國道,40.0,直路,直線匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,51.0,未受傷,繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,恍神、緊張、心不在焉分心駕駛,否
2023.0,11.0,16.0,11.0,50.0,0.0,A2,新北市,坪林區,國道5號,20.0,0.0,20.0,北分局,頭城工務段,南側,外側,0.0,0.0,2.0,晴,有照明且開啟,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,附標記,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,59.0,未受傷,繫安全帶(使用幼童安全椅),未使用,大客車,遊覽車,其他,經檢測無酒精反應,未保持行車安全距離,否
2023.0,11.0,24.0,19.0,55.0,0.0,A2,宜蘭縣,礁溪鄉,國道5號,34.0,900.0,34.9,北分局,頭城工務段,南側,內側,0.0,0.0,1.0,雨,無照明,國道,90.0,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20.0,撞護欄(樁),1.0,男,26.0,受傷,繫安全帶(使用幼童安全椅),未使用,小客車(含客、貨兩用),自用,其他,經檢測無酒精反應,恍神、緊張、心不在焉分心駕駛,否
2023.0,11.0,25.0,3.0,12.0,0.0,A2,宜蘭縣,頭城鎮,國道5號,28.0,400.0,28.4,北分局,頭城工務段,北側,外側,0.0,0.0,1.0,陰,有照明且開啟,國道,90.0,直路,快車道,柏油,濕潤,無缺陷,道路工事(程)中,良好,無號誌,無號誌,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,51.0,受傷,未戴安全帽或未繫安全帶(未使用幼童安全椅),未使用,小客車(含客、貨兩用),計程車,其他,經檢測無酒精反應,使用車輛自動駕駛或先進駕駛輔助系統設備(裝置)不符規定,否
2023.0,11.0,25.0,13.0,36.0,32.0,A2,新北市,坪林區,國道5號,14.0,600.0,14.6,北分局,頭城工務段,南側,內側,0.0,0.0,1.0,雨,有照明未開啟或故障,國道,80.0,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13.0,追撞,1.0,男,38.0,未受傷,繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,觀看其他事故、活動、道路環境或車外資訊分心駕駛,否
